subject_id,roi_name,bold_value
sub-071,SI_BF_Ch4,-1.332729
sub-072,SI_BF_Ch4,-1.088226
sub-073,SI_BF_Ch4,0.81259
sub-074,SI_BF_Ch4,-0.43654
sub-075,SI_BF_Ch4,-1.119064
sub-076,SI_BF_Ch4,1.344918
sub-077,SI_BF_Ch4,0.374761
sub-078,SI_BF_Ch4,-0.391658
sub-079,SI_BF_Ch4,-1.086347
sub-080,SI_BF_Ch4,1.817245
sub-081,SI_BF_Ch4,-0.066716
sub-082,SI_BF_Ch4,1.226122
sub-083,SI_BF_Ch4,0.768108
sub-084,SI_BF_Ch4,-0.518143
sub-085,SI_BF_Ch4,-0.510905
sub-086,SI_BF_Ch4,1.270667
sub-087,SI_BF_Ch4,1.2854
sub-088,SI_BF_Ch4,-1.751181
sub-089,SI_BF_Ch4,0.455439
sub-090,SI_BF_Ch4,-0.154704
sub-091,SI_BF_Ch4,-0.984093
sub-092,SI_BF_Ch4,0.193526
sub-093,SI_BF_Ch4,-1.271684
sub-094,SI_BF_Ch4,-0.468635
sub-095,SI_BF_Ch4,-0.770542
sub-096,SI_BF_Ch4,-0.498947
sub-097,SI_BF_Ch4,-0.109478
sub-098,SI_BF_Ch4,-0.967947
sub-099,SI_BF_Ch4,1.386025
sub-100,SI_BF_Ch4,0.404065
sub-101,SI_BF_Ch4,1.587332
sub-102,SI_BF_Ch4,-0.190045
sub-103,SI_BF_Ch4,-0.543502
sub-104,SI_BF_Ch4,1.554463
sub-105,SI_BF_Ch4,-0.570118
sub-106,SI_BF_Ch4,-0.206605
sub-107,SI_BF_Ch4,0.610264
sub-108,SI_BF_Ch4,-1.169959
sub-109,SI_BF_Ch4,0.602305
sub-110,SI_BF_Ch4,0.485961
sub-111,SI_BF_Ch4,1.109728
sub-112,SI_BF_Ch4,0.764844
sub-113,SI_BF_Ch4,1.137601
sub-114,SI_BF_Ch4,-0.14489
sub-115,SI_BF_Ch4,-0.828917
sub-116,SI_BF_Ch4,1.874149
sub-117,SI_BF_Ch4,-1.432722
sub-118,SI_BF_Ch4,-1.341625
sub-119,SI_BF_Ch4,0.469394
sub-120,SI_BF_Ch4,1.433134
sub-121,SI_BF_Ch4,0.127878
sub-122,SI_BF_Ch4,0.864195
sub-123,SI_BF_Ch4,-1.859286
sub-124,SI_BF_Ch4,-0.498723
sub-125,SI_BF_Ch4,-1.748482
sub-126,SI_BF_Ch4,0.665153
sub-127,SI_BF_Ch4,-1.451395
sub-128,SI_BF_Ch4,-1.206416
sub-129,SI_BF_Ch4,0.422926
sub-130,SI_BF_Ch4,0.921045
sub-131,SI_BF_Ch4,-0.189033
sub-132,SI_BF_Ch4,0.473981
sub-133,SI_BF_Ch4,0.444534
sub-134,SI_BF_Ch4,-0.240372
sub-135,SI_BF_Ch4,-1.039909
sub-136,SI_BF_Ch4,0.469179
sub-137,SI_BF_Ch4,0.513012
sub-138,SI_BF_Ch4,0.768463
sub-139,SI_BF_Ch4,0.239283
sub-140,SI_BF_Ch4,-1.107011
sub-141,SI_BF_Ch4,0.583251
sub-142,SI_BF_Ch4,-0.045738
sub-143,SI_BF_Ch4,-0.48344
sub-144,SI_BF_Ch4,-0.312398
sub-145,SI_BF_Ch4,-0.67214
sub-146,SI_BF_Ch4,0.763752
sub-147,SI_BF_Ch4,-1.333988
sub-148,SI_BF_Ch4,-0.947869
sub-149,SI_BF_Ch4,-0.343439
sub-150,SI_BF_Ch4,1.422918
sub-151,SI_BF_Ch4,0.914186
sub-152,SI_BF_Ch4,-1.536515
sub-153,SI_BF_Ch4,1.184311
sub-154,SI_BF_Ch4,1.182559
sub-155,SI_BF_Ch4,-1.11202
sub-156,SI_BF_Ch4,-2.33727
sub-157,SI_BF_Ch4,-0.110154
sub-158,SI_BF_Ch4,0.97615
sub-159,SI_BF_Ch4,1.402468
sub-160,SI_BF_Ch4,-0.836334
sub-161,SI_BF_Ch4,1.54861
sub-162,SI_BF_Ch4,-2.070364
sub-163,SI_BF_Ch4,-0.379154
sub-164,SI_BF_Ch4,-0.423856
sub-165,SI_BF_Ch4,1.00335
sub-166,SI_BF_Ch4,1.136077
sub-167,SI_BF_Ch4,0.823203
sub-168,SI_BF_Ch4,-1.272551
sub-169,SI_BF_Ch4,0.739906
sub-170,SI_BF_Ch4,0.418395
sub-171,SI_BF_Ch4,-1.564153
sub-172,SI_BF_Ch4,-1.924039
sub-173,SI_BF_Ch4,0.899372
sub-174,SI_BF_Ch4,-0.208248
sub-001,CeA,-1.104584
sub-002,CeA,-0.118124
sub-003,CeA,0.40598
sub-004,CeA,-0.00334
sub-005,CeA,-1.348956
sub-006,CeA,1.799573
sub-007,CeA,0.992333
sub-008,CeA,-0.234635
sub-009,CeA,-0.197739
sub-010,CeA,0.401809
sub-011,CeA,-0.962102
sub-012,CeA,0.368093
sub-013,CeA,-1.146304
sub-014,CeA,0.007942
sub-015,CeA,-0.997777
sub-016,CeA,-0.951535
sub-017,CeA,1.579903
sub-018,CeA,0.126792
sub-019,CeA,0.262514
sub-020,CeA,-1.769726
sub-021,CeA,-0.474263
sub-022,CeA,0.494981
sub-023,CeA,0.25036
sub-024,CeA,-1.900382
sub-025,CeA,0.262268
sub-026,CeA,0.408286
sub-027,CeA,1.248374
sub-028,CeA,-0.527596
sub-029,CeA,-1.981019
sub-030,CeA,-0.840421
sub-031,CeA,-0.932283
sub-032,CeA,0.747315
sub-033,CeA,-2.415779
sub-034,CeA,-0.338115
sub-035,CeA,1.378466
sub-036,CeA,0.079152
sub-037,CeA,0.893504
sub-038,CeA,-1.431217
sub-039,CeA,-1.394755
sub-040,CeA,1.388951
sub-041,CeA,0.165251
sub-042,CeA,0.167137
sub-043,CeA,-0.951598
sub-044,CeA,0.164854
sub-045,CeA,-0.977046
sub-046,CeA,1.159629
sub-047,CeA,2.571032
sub-048,CeA,0.515799
sub-049,CeA,-0.509017
sub-050,CeA,-2.248093
sub-051,CeA,-1.470296
sub-052,CeA,1.496681
sub-053,CeA,-0.870116
sub-054,CeA,-0.267111
sub-055,CeA,0.672774
sub-056,CeA,1.430211
sub-057,CeA,-0.110261
sub-058,CeA,-0.298099
sub-059,CeA,0.138145
sub-060,CeA,-0.502323
sub-061,CeA,-0.453029
sub-062,CeA,0.449797
sub-063,CeA,0.242259
sub-064,CeA,2.024934
sub-065,CeA,0.474498
sub-066,CeA,1.126908
sub-067,CeA,-0.90867
sub-068,CeA,0.55355
sub-069,CeA,-0.58965
sub-070,CeA,0.434751
sub-071,CeA,0.703173
sub-072,CeA,0.118222
sub-073,CeA,2.277473
sub-074,CeA,1.380467
sub-075,CeA,1.150813
sub-076,CeA,0.772574
sub-077,CeA,1.68765
sub-078,CeA,-1.243609
sub-079,CeA,1.327621
sub-080,CeA,-0.835359
sub-081,CeA,-0.444346
sub-082,CeA,0.586738
sub-083,CeA,1.202082
sub-084,CeA,-0.984043
sub-085,CeA,-0.396907
sub-086,CeA,0.161878
sub-087,CeA,-0.098152
sub-088,CeA,0.854774
sub-089,CeA,3.219595
sub-090,CeA,0.456612
sub-091,CeA,-0.600839
sub-092,CeA,-1.114958
sub-093,CeA,-0.225362
sub-094,CeA,-0.788652
sub-095,CeA,0.500786
sub-096,CeA,0.486563
sub-097,CeA,-0.351681
sub-098,CeA,1.890614
sub-099,CeA,-0.601068
sub-100,CeA,-0.036844
sub-101,CeA,0.65797
sub-102,CeA,0.8896
sub-103,CeA,1.242709
sub-104,CeA,0.465016
sub-105,CeA,1.035102
sub-106,CeA,-0.536643
sub-107,CeA,0.913439
sub-108,CeA,0.901209
sub-109,CeA,1.458235
sub-110,CeA,-1.455615
sub-111,CeA,-0.758365
sub-112,CeA,0.82648
sub-113,CeA,-2.355903
sub-114,CeA,0.523186
sub-115,CeA,1.043246
sub-116,CeA,-0.45537
sub-117,CeA,-0.321476
sub-118,CeA,-0.911283
sub-119,CeA,-0.405152
sub-120,CeA,-0.37861
sub-121,CeA,-0.552885
sub-122,CeA,-0.603112
sub-123,CeA,-0.175674
sub-124,CeA,-0.186756
sub-125,CeA,1.789108
sub-126,CeA,-0.288498
sub-127,CeA,0.387761
sub-128,CeA,-0.455835
sub-129,CeA,-0.467479
sub-130,CeA,-1.488529
sub-131,CeA,-1.366707
sub-132,CeA,-1.032973
sub-133,CeA,0.240798
sub-134,CeA,1.058239
sub-135,CeA,-1.563904
sub-136,CeA,-0.430367
sub-137,CeA,-1.179423
sub-138,CeA,-0.169512
sub-139,CeA,1.057869
sub-140,CeA,-0.336765
sub-141,CeA,0.029024
sub-142,CeA,1.405424
sub-143,CeA,0.491948
sub-144,CeA,-0.623641
sub-145,CeA,0.2181
sub-146,CeA,-0.685427
sub-147,CeA,0.457675
sub-148,CeA,0.544558
sub-149,CeA,-1.179669
sub-150,CeA,0.232969
sub-151,CeA,-0.035143
sub-152,CeA,0.571429
sub-153,CeA,0.833996
sub-154,CeA,0.509853
sub-155,CeA,-0.205157
sub-156,CeA,0.927405
sub-157,CeA,-0.727114
sub-158,CeA,-1.136952
sub-159,CeA,-2.854095
sub-160,CeA,0.008302
sub-161,CeA,-0.679929
sub-162,CeA,0.436859
sub-163,CeA,-1.732949
sub-164,CeA,-0.520221
sub-165,CeA,0.503277
sub-166,CeA,-0.870706
sub-167,CeA,0.447394
sub-168,CeA,-0.437645
sub-169,CeA,0.042496
sub-170,CeA,0.617665
sub-171,CeA,0.945235
sub-172,CeA,0.157262
sub-173,CeA,-0.673026
sub-174,CeA,-0.346983
sub-001,BNST,0.709148
sub-002,BNST,-0.899429
sub-003,BNST,-0.081479
sub-004,BNST,-0.283076
sub-005,BNST,-0.00901
sub-006,BNST,-0.887816
sub-007,BNST,-1.705256
sub-008,BNST,0.596414
sub-009,BNST,1.026532
sub-010,BNST,-1.647275
sub-011,BNST,0.449142
sub-012,BNST,1.14202
sub-013,BNST,0.669332
sub-014,BNST,-0.312941
sub-015,BNST,-0.823999
sub-016,BNST,0.169812
sub-017,BNST,0.331626
sub-018,BNST,0.184198
sub-019,BNST,-0.083485
sub-020,BNST,-0.958989
sub-021,BNST,0.501294
sub-022,BNST,0.548019
sub-023,BNST,0.286069
sub-024,BNST,0.198929
sub-025,BNST,1.720245
sub-026,BNST,-0.514433
sub-027,BNST,1.334338
sub-028,BNST,-0.620797
sub-029,BNST,1.167016
sub-030,BNST,1.287709
sub-031,BNST,-0.193022
sub-032,BNST,1.702506
sub-033,BNST,0.546255
sub-034,BNST,-0.759757
sub-035,BNST,-0.2717
sub-036,BNST,1.190115
sub-037,BNST,0.986694
sub-038,BNST,-0.935114
sub-039,BNST,-0.043831
sub-040,BNST,0.288689
sub-041,BNST,-0.401154
sub-042,BNST,2.378486
sub-043,BNST,0.317928
sub-044,BNST,0.031296
sub-045,BNST,1.246465
sub-046,BNST,-0.263025
sub-047,BNST,1.068532
sub-048,BNST,-1.526558
sub-049,BNST,-0.348818
sub-050,BNST,1.108928
sub-051,BNST,1.614458
sub-052,BNST,-0.658892
sub-053,BNST,-0.771931
sub-054,BNST,0.64172
sub-055,BNST,-0.513128
sub-056,BNST,-0.169281
sub-057,BNST,0.941431
sub-058,BNST,-0.436559
sub-059,BNST,-1.815341
sub-060,BNST,-1.170884
sub-061,BNST,0.100915
sub-062,BNST,-1.716391
sub-063,BNST,-0.197008
sub-064,BNST,-1.259172
sub-065,BNST,1.682111
sub-066,BNST,2.191595
sub-067,BNST,-0.935266
sub-068,BNST,0.340331
sub-069,BNST,-0.8404
sub-070,BNST,-0.2088
sub-071,BNST,1.840747
sub-072,BNST,-0.361462
sub-073,BNST,-0.186218
sub-074,BNST,-0.823061
sub-075,BNST,1.20314
sub-076,BNST,-3.074336
sub-077,BNST,-0.338286
sub-078,BNST,0.046745
sub-079,BNST,-0.550033
sub-080,BNST,0.928956
sub-081,BNST,1.257307
sub-082,BNST,-1.278518
sub-083,BNST,2.122084
sub-084,BNST,-1.289401
sub-085,BNST,1.341318
sub-086,BNST,0.236601
sub-087,BNST,-0.397367
sub-088,BNST,-0.305856
sub-089,BNST,0.058748
sub-090,BNST,0.293437
sub-091,BNST,-0.801355
sub-092,BNST,-0.13568
sub-093,BNST,-0.656348
sub-094,BNST,-1.087424
sub-095,BNST,-0.701591
sub-096,BNST,-1.024297
sub-097,BNST,-0.316321
sub-098,BNST,0.510788
sub-099,BNST,0.208355
sub-100,BNST,2.006508
sub-101,BNST,-2.053034
sub-102,BNST,0.546551
sub-103,BNST,0.097486
sub-104,BNST,0.882514
sub-105,BNST,0.786278
sub-106,BNST,-0.068796
sub-107,BNST,0.258741
sub-108,BNST,-0.630541
sub-109,BNST,0.68657
sub-110,BNST,-1.731381
sub-111,BNST,0.844833
sub-112,BNST,0.068778
sub-113,BNST,-0.381226
sub-114,BNST,-0.134315
sub-115,BNST,-0.063174
sub-116,BNST,1.349732
sub-117,BNST,3.227969
sub-118,BNST,1.274616
sub-119,BNST,-0.457147
sub-120,BNST,0.702189
sub-121,BNST,0.744433
sub-122,BNST,-0.806212
sub-123,BNST,-1.131804
sub-124,BNST,0.029871
sub-125,BNST,0.87479
sub-126,BNST,-1.472307
sub-127,BNST,-0.608063
sub-128,BNST,0.646769
sub-129,BNST,0.131733
sub-130,BNST,1.465141
sub-131,BNST,-1.277866
sub-132,BNST,2.37302
sub-133,BNST,-1.400701
sub-134,BNST,-1.877171
sub-135,BNST,0.034108
sub-136,BNST,-1.009246
sub-137,BNST,0.053662
sub-138,BNST,0.019738
sub-139,BNST,-0.098657
sub-140,BNST,-0.725939
sub-141,BNST,0.510964
sub-142,BNST,-0.216581
sub-143,BNST,1.161889
sub-144,BNST,-0.083716
sub-145,BNST,-0.844517
sub-146,BNST,-1.545938
sub-147,BNST,-0.0757
sub-148,BNST,-1.139958
sub-149,BNST,-1.218298
sub-150,BNST,0.602928
sub-151,BNST,-1.633205
sub-152,BNST,1.461183
sub-153,BNST,0.246194
sub-154,BNST,0.048727
sub-155,BNST,-0.912536
sub-156,BNST,0.832751
sub-157,BNST,0.08844
sub-158,BNST,-0.574303
sub-159,BNST,0.285101
sub-160,BNST,-1.54116
sub-161,BNST,-1.495122
sub-162,BNST,-0.9954
sub-163,BNST,0.430323
sub-164,BNST,0.088097
sub-165,BNST,1.10884
sub-166,BNST,-0.801196
sub-167,BNST,0.648725
sub-168,BNST,-0.019205
sub-169,BNST,-0.823561
sub-170,BNST,0.465033
sub-171,BNST,0.027222
sub-172,BNST,-0.519031
sub-173,BNST,0.132
sub-174,BNST,-0.034396
sub-001,LH,-0.05979
sub-002,LH,-0.313351
sub-003,LH,-1.187289
sub-004,LH,0.163948
sub-005,LH,-0.695421
sub-006,LH,-0.908544
sub-007,LH,-0.145006
sub-008,LH,0.809602
sub-009,LH,0.272508
sub-010,LH,-0.429454
sub-011,LH,-0.468828
sub-012,LH,0.713416
sub-013,LH,-2.256541
sub-014,LH,0.871633
sub-015,LH,-1.74461
sub-016,LH,-1.295468
sub-017,LH,-0.412926
sub-018,LH,2.216058
sub-019,LH,1.733523
sub-020,LH,0.782632
sub-021,LH,0.439909
sub-022,LH,-1.733114
sub-023,LH,0.244248
sub-024,LH,-0.44716
sub-025,LH,-0.709088
sub-026,LH,0.242334
sub-027,LH,-0.370661
sub-028,LH,0.942083
sub-029,LH,-1.805271
sub-030,LH,0.164189
sub-031,LH,-0.770227
sub-032,LH,-0.310455
sub-033,LH,0.389065
sub-034,LH,-1.003521
sub-035,LH,0.251568
sub-036,LH,-0.11723
sub-037,LH,-0.556227
sub-038,LH,-0.370134
sub-039,LH,-0.060636
sub-040,LH,-0.661263
sub-041,LH,0.097674
sub-042,LH,-0.181709
sub-043,LH,-0.50794
sub-044,LH,1.647754
sub-045,LH,0.497395
sub-046,LH,-0.284087
sub-047,LH,0.233576
sub-048,LH,-0.914901
sub-049,LH,-0.337031
sub-050,LH,-0.222745
sub-051,LH,-1.130334
sub-052,LH,0.470085
sub-053,LH,-0.404451
sub-054,LH,-0.257404
sub-055,LH,-0.466256
sub-056,LH,2.988741
sub-057,LH,-0.558213
sub-058,LH,-1.935254
sub-059,LH,-1.476184
sub-060,LH,0.834356
sub-061,LH,1.399594
sub-062,LH,-0.576999
sub-063,LH,1.343278
sub-064,LH,0.817009
sub-065,LH,-0.094844
sub-066,LH,-0.164345
sub-067,LH,0.267863
sub-068,LH,0.950071
sub-069,LH,0.47982
sub-070,LH,-0.572113
sub-071,LH,-0.079886
sub-072,LH,2.031096
sub-073,LH,0.336754
sub-074,LH,0.942108
sub-075,LH,0.619467
sub-076,LH,0.358441
sub-077,LH,0.197181
sub-078,LH,0.969594
sub-079,LH,0.794535
sub-080,LH,0.349172
sub-081,LH,-0.588718
sub-082,LH,0.468327
sub-083,LH,0.025101
sub-084,LH,-0.211168
sub-085,LH,2.714212
sub-086,LH,-1.41656
sub-087,LH,1.029455
sub-088,LH,-0.75414
sub-089,LH,0.219213
sub-090,LH,2.606298
sub-091,LH,-0.85178
sub-092,LH,-0.618206
sub-093,LH,0.073573
sub-094,LH,-0.739005
sub-095,LH,0.956535
sub-096,LH,-0.432771
sub-097,LH,0.731237
sub-098,LH,-1.211029
sub-099,LH,-1.678813
sub-100,LH,-0.133533
sub-101,LH,-1.445408
sub-102,LH,1.577658
sub-103,LH,-1.407503
sub-104,LH,-0.925543
sub-105,LH,0.495808
sub-106,LH,-0.483536
sub-107,LH,-1.396323
sub-108,LH,2.088585
sub-109,LH,-0.890234
sub-110,LH,-0.101481
sub-111,LH,-0.114149
sub-112,LH,0.786374
sub-113,LH,0.543535
sub-114,LH,-0.71901
sub-115,LH,-0.228376
sub-116,LH,-0.131513
sub-117,LH,0.824227
sub-118,LH,-1.053482
sub-119,LH,2.067182
sub-120,LH,-0.652788
sub-121,LH,0.082157
sub-122,LH,-1.045322
sub-123,LH,-1.180639
sub-124,LH,-0.765654
sub-125,LH,-0.859766
sub-126,LH,-0.314981
sub-127,LH,-0.868033
sub-128,LH,0.771922
sub-129,LH,-0.676097
sub-130,LH,-0.784641
sub-131,LH,-0.294132
sub-132,LH,1.063072
sub-133,LH,0.301167
sub-134,LH,-0.006906
sub-135,LH,-1.312741
sub-136,LH,-1.028397
sub-137,LH,-1.161298
sub-138,LH,1.370604
sub-139,LH,0.610338
sub-140,LH,-0.753111
sub-141,LH,-0.461997
sub-142,LH,-0.71753
sub-143,LH,-0.776851
sub-144,LH,0.541526
sub-145,LH,-0.190876
sub-146,LH,2.128938
sub-147,LH,1.315278
sub-148,LH,1.373178
sub-149,LH,0.748226
sub-150,LH,-0.32321
sub-151,LH,0.676178
sub-152,LH,-0.250907
sub-153,LH,1.687353
sub-154,LH,0.486661
sub-155,LH,0.347671
sub-156,LH,0.215176
sub-157,LH,1.795073
sub-158,LH,-1.313432
sub-159,LH,1.891071
sub-160,LH,-0.091586
sub-161,LH,-1.2864
sub-162,LH,-0.645958
sub-163,LH,-1.526009
sub-164,LH,0.730891
sub-165,LH,-0.926137
sub-166,LH,0.255912
sub-167,LH,1.201533
sub-168,LH,-0.567421
sub-169,LH,-0.171844
sub-170,LH,-1.185739
sub-171,LH,-0.289616
sub-172,LH,2.611621
sub-173,LH,0.852602
sub-174,LH,-0.168541
